H,連系線確保量,対象年月,ブロック数,市場種別
P,速報値,202606,48,三次2市場
T,順方向元エリア,逆方向元エリア,三次2市場：連系線確保量上限値（順方向）[MW],三次2市場：連系線確保量上限値（逆方向）[MW],三次2市場：連系線確保量（順方向）[MW],三次2市場：連系線確保量（逆方向）[MW]
20260601B07,中部関西,北陸,1822,498.342,0,0
20260601B07,中部,北陸関西,1057.691,0,0,0
20260601B07,中部北陸,関西,939.056,955.175,0,0
20260601B07,関西,中国,2532.01,0,0,0
20260601B07,関西_関西-中国間(東),中国_関西-中国間(東),2532.01,0,0,0
20260601B07,関西_関西-中国間(西),中国_関西-中国間(西),2570.01,0,0,0
20260601B07,関西,四国,0,0,0,0
20260601B07,中国,四国,1162,0,0,0
20260601B07,中国,九州,540,0,0,0
20260601B08,北海道,東北,0,75,0,9
20260601B08,東北,東京,1170.734,2219,0,9
20260601B08,東京,中部,99.966,485.748,0,0
20260601B08,中部関西,北陸,1822,468.642,0,0
20260601B08,中部,北陸関西,1050.691,0,0,0
20260601B08,中部北陸,関西,902.356,984.875,0,0
20260601B08,関西,中国,2525.01,0,0,0
20260601B08,関西_関西-中国間(東),中国_関西-中国間(東),2525.01,0,0,0
20260601B08,関西_関西-中国間(西),中国_関西-中国間(西),2561.01,0,0,0
20260601B08,関西,四国,0,0,0,0
20260601B08,中国,四国,1164,0,0,0
20260601B08,中国,九州,566,0,0,0
20260601B09,北海道,東北,0,75,0,6
20260601B09,東北,東京,1256.534,2212,0,6
20260601B09,東京,中部,92.166,493.548,0,0
20260601B09,中部関西,北陸,1822,463.742,0,0
20260601B09,中部,北陸関西,1024.691,0,0,0
20260601B09,中部北陸,関西,871.456,989.775,0,0
20260601B09,関西,中国,2499.01,0,0,0
20260601B09,関西_関西-中国間(東),中国_関西-中国間(東),2499.01,0,0,0
20260601B09,関西_関西-中国間(西),中国_関西-中国間(西),2540.01,0,0,0
20260601B09,関西,四国,0,0,0,0
20260601B09,中国,四国,1159,0,0,0
20260601B09,中国,九州,545.745,0,0,0
20260601B10,北海道,東北,0,75,0,6
20260601B10,東北,東京,1104.534,2192,0,6
20260601B10,東京,中部,0,719.348,0,0
20260601B10,中部関西,北陸,1822,550.642,0,0
20260601B10,中部,北陸関西,1056.083,0,0,0
20260601B10,中部北陸,関西,989.748,902.875,0,0
20260601B10,関西,中国,2509.01,0,0,0
20260601B10,関西_関西-中国間(東),中国_関西-中国間(東),2509.01,0,0,0
20260601B10,関西_関西-中国間(西),中国_関西-中国間(西),2509.01,0,0,0
20260601B10,関西,四国,0,0,0,0
20260601B10,中国,四国,1200,0,0,0
20260601B10,中国,九州,562,0,0,0
20260601B11,北海道,東北,0,75,0,0
20260601B11,東北,東京,800.834,2188,0,0
20260601B11,東京,中部,0,693.348,0,0
20260601B11,中部関西,北陸,1822,472.542,0,0
20260601B11,中部,北陸関西,1045,0,0,0
20260601B11,中部北陸,関西,900.565,980.975,0,0
20260601B11,関西,中国,2509.01,0,0,0
20260601B11,関西_関西-中国間(東),中国_関西-中国間(東),2509.01,0,0,0
20260601B11,関西_関西-中国間(西),中国_関西-中国間(西),2509.01,0,0,0
20260601B11,関西,四国,0,0,0,0
20260601B11,中国,四国,1200,0,0,0
20260601B11,中国,九州,562,0,0,0
20260601B12,北海道,東北,0,75,0,0
20260601B12,東北,東京,294.034,2176,0,0
20260601B12,東京,中部,0,790.348,0,0
20260601B12,中部関西,北陸,1822,402.842,0,0
20260601B12,中部,北陸関西,1171.592,0,0,0
20260601B12,中部北陸,関西,957.457,1050.675,0,0
20260601B12,関西,中国,2509.01,0,0,0
20260601B12,関西_関西-中国間(東),中国_関西-中国間(東),2509.01,0,0,0
20260601B12,関西_関西-中国間(西),中国_関西-中国間(西),2509.01,0,0,0
20260601B12,関西,四国,0,0,0,0
20260601B12,中国,四国,1200,0,0,0
20260601B12,中国,九州,432,0,0,0
20260601B13,北海道,東北,0,75,0,0
20260601B13,東北,東京,412.263,2162,0,0
20260601B13,東京,中部,1040.772,0,31,0
20260601B13,中部関西,北陸,1773,502.111,0,0
20260601B13,中部,北陸関西,550.017,0,31,0
20260601B13,中部北陸,関西,335.053,864.517,31,0
20260601B13,関西,中国,2194.01,0,31,0
20260601B13,関西_関西-中国間(東),中国_関西-中国間(東),2194.01,0,31,0
20260601B13,関西_関西-中国間(西),中国_関西-中国間(西),2281.01,0,31,0
20260601B13,関西,四国,0,0,0,0
20260601B13,中国,四国,1113,0,0,0
20260601B13,中国,九州,127.682,0,31,0
20260601B14,北海道,東北,0,75,0,21.608
20260601B14,東北,東京,0,2155,0,21.608
20260601B14,東京,中部,494.157,0,19.806,0
20260601B14,中部関西,北陸,1761.431,440.411,0,0
20260601B14,中部,北陸関西,405.191,0,3.806,0
20260601B14,中部北陸,関西,140.096,926.217,3.806,0
20260601B14,関西,中国,2118.02,0,3.806,0
20260601B14,関西_関西-中国間(東),中国_関西-中国間(東),2118.02,0,3.806,0
20260601B14,関西_関西-中国間(西),中国_関西-中国間(西),2216.02,0,3.806,0
20260601B14,関西,四国,0,0,0,0
20260601B14,中国,四国,1102,0,0,0
20260601B14,中国,九州,2.806,0,2.806,0
20260601B15,北海道,東北,0,75,0,21
20260601B15,東北,東京,0,2145,0,21
20260601B15,東京,中部,593.065,0,95.786,0
20260601B15,中部関西,北陸,1760.302,429.611,0,0
20260601B15,中部,北陸関西,429.993,0,51.786,0
20260601B15,中部北陸,関西,155.227,937.017,51.786,0
20260601B15,関西,中国,2190.01,0,51.786,0
20260601B15,関西_関西-中国間(東),中国_関西-中国間(東),2190.01,0,51.786,0
20260601B15,関西_関西-中国間(西),中国_関西-中国間(西),2294.01,0,51.786,0
20260601B15,関西,四国,0,0,0,0
20260601B15,中国,四国,1096,0,0,0
20260601B15,中国,九州,78,489.651,48.786,0
20260601B16,北海道,東北,0,75,0,6.138
20260601B16,東北,東京,0,2089,0,6.138
20260601B16,東京,中部,43.907,0,28,0
20260601B16,中部関西,北陸,1761,644.411,0,0
20260601B16,中部,北陸関西,298.769,0,0,0
20260601B16,中部北陸,関西,238.105,722.217,0,0
20260601B16,関西,中国,2115.088,0,15,0
20260601B16,関西_関西-中国間(東),中国_関西-中国間(東),2115.088,0,15,0
20260601B16,関西_関西-中国間(西),中国_関西-中国間(西),2223.088,0,15,0
20260601B16,関西,四国,0,0,0,0
20260601B16,中国,四国,1092,0,0,0
20260601B16,中国,九州,20.078,386.841,12,0
20260601B17,北海道,東北,0,75,0,4.761
20260601B17,東北,東京,0,2089,0,9.761
20260601B17,東京,中部,376.58,0,53.429,0
20260601B17,中部関西,北陸,2381,588.811,0,0
20260601B17,中部,北陸関西,240.523,5.571,0,5.571
20260601B17,中部北陸,関西,321.559,1010.517,0,5.571
20260601B17,関西,中国,2157.523,0,77.078,0
20260601B17,関西_関西-中国間(東),中国_関西-中国間(東),2157.523,0,77.078,0
20260601B17,関西_関西-中国間(西),中国_関西-中国間(西),2226.088,0,77.078,0
20260601B17,関西,四国,0,0,0,0
20260601B17,中国,四国,1131.435,0,0,0
20260601B17,中国,九州,73.078,837.641,73.078,0
20260601B18,北海道,東北,0,75,0,0
20260601B18,東北,東京,0,2145,0,5
20260601B18,東京,中部,339.145,0,162.354,0
20260601B18,中部関西,北陸,2381,748.411,0,0
20260601B18,中部,北陸関西,192.088,0,89.354,0
20260601B18,中部北陸,関西,331.088,664.117,89.354,0
20260601B18,関西,中国,2109.088,0,50.078,0
20260601B18,関西_関西-中国間(東),中国_関西-中国間(東),2109.088,0,50.078,0
20260601B18,関西_関西-中国間(西),中国_関西-中国間(西),2226.088,0,50.078,0
20260601B18,関西,四国,0,0,0,0
20260601B18,中国,四国,1083,0,0,0
20260601B18,中国,九州,43.078,994.241,43.078,0
20260601B19,北海道,東北,0,75,0,0
20260601B19,東北,東京,0,2025,0,3
20260601B19,東京,中部,917.747,0,99.344,0
20260601B19,中部関西,北陸,2369,1400.56,0,0
20260601B19,中部,北陸関西,1089.37,0,5.344,0
20260601B19,中部北陸,関西,194.178,54.423,5.344,0
20260601B19,関西,中国,2586.37,0,7,0
20260601B19,関西_関西-中国間(東),中国_関西-中国間(東),2586.37,0,7,0
20260601B19,関西_関西-中国間(西),中国_関西-中国間(西),2586.37,0,7,0
20260601B19,関西,四国,0,0,0,0
20260601B19,中国,四国,1200,0,0,0
20260601B19,中国,九州,0,1062.73,0,0
20260601B20,北海道,東北,0,75,0,0
20260601B20,東北,東京,0,1960,0,0
20260601B20,東京,中部,982.342,0,37.966,0
20260601B20,中部関西,北陸,2369,1441.56,0,0
20260601B20,中部,北陸関西,1091.465,0,0,0
20260601B20,中部北陸,関西,159.973,90.723,0,0
20260601B20,関西,中国,2603.465,0,10,0
20260601B20,関西_関西-中国間(東),中国_関西-中国間(東),2603.465,0,10,0
20260601B20,関西_関西-中国間(西),中国_関西-中国間(西),2615.465,0,10,0
20260601B20,関西,四国,0,0,0,0
20260601B20,中国,四国,1188,0,0,0
20260601B20,中国,九州,0,1277.13,0,0
20260601B21,北海道,東北,0,75,0,0
20260601B21,東北,東京,0,1898,0,0
20260601B21,東京,中部,1106.651,0,92,0
20260601B21,中部関西,北陸,2369,1459.16,0,0
20260601B21,中部,北陸関西,1024.691,0,0,0
20260601B21,中部北陸,関西,11.199,172.723,0,0
20260601B21,関西,中国,2712.691,0,0,0
20260601B21,関西_関西-中国間(東),中国_関西-中国間(東),2712.691,0,0,0
20260601B21,関西_関西-中国間(西),中国_関西-中国間(西),2712.691,0,0,0
20260601B21,関西,四国,0,0,0,0
20260601B21,中国,四国,1200,0,0,0
20260601B21,中国,九州,0,1128.001,0,0
20260601B22,北海道,東北,0,75,0,2
20260601B22,東北,東京,0,1876,0,5
20260601B22,東京,中部,916.452,0,0,0
20260601B22,中部関西,北陸,2369,1481.86,0,0
20260601B22,中部,北陸関西,1008.492,0,0,0
20260601B22,中部北陸,関西,0,167.723,0,0
20260601B22,関西,中国,2695.492,0,0,0
20260601B22,関西_関西-中国間(東),中国_関西-中国間(東),2695.492,0,0,0
20260601B22,関西_関西-中国間(西),中国_関西-中国間(西),2695.492,0,0,0
20260601B22,関西,四国,0,0,0,0
20260601B22,中国,四国,1200,0,0,0
20260601B22,中国,九州,0,1201.4,0,0
20260601B23,北海道,東北,0,75,0,37
20260601B23,東北,東京,0,1907.74,0,0
20260601B23,東京,中部,1014.281,0,96,0
20260601B23,中部関西,北陸,2379.446,1495.36,0,0
20260601B23,中部,北陸関西,1171.321,0,0,0
20260601B23,中部北陸,関西,366.883,0,0,0
20260601B23,関西,中国,2780,0,0,0
20260601B23,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260601B23,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,0,0
20260601B23,関西,四国,0,0,0,0
20260601B23,中国,四国,1200,0,0,0
20260601B23,中国,九州,0,1196.392,0,0
20260601B24,北海道,東北,0,75,0,37
20260601B24,東北,東京,0,1879,0,0
20260601B24,東京,中部,1001.414,0,95,0
20260601B24,中部関西,北陸,2369,1498.96,0,0
20260601B24,中部,北陸関西,1173.454,0,0,0
20260601B24,中部北陸,関西,363.362,0,0,0
20260601B24,関西,中国,2780,0,0,0
20260601B24,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260601B24,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,0,0
20260601B24,関西,四国,0,0,0,0
20260601B24,中国,四国,1200,0,0,0
20260601B24,中国,九州,0,1198.492,0,0
20260601B25,北海道,東北,0,75,0,23
20260601B25,東北,東京,0,1996,0,26.854
20260601B25,東京,中部,1002.598,0,287,0
20260601B25,中部関西,北陸,2358,1586.629,0,0
20260601B25,中部,北陸関西,1205.63,0,0,0
20260601B25,中部北陸,関西,628.721,0,0,0
20260601B25,関西,中国,2559.465,0,0,0
20260601B25,関西_関西-中国間(東),中国_関西-中国間(東),2559.465,0,0,0
20260601B25,関西_関西-中国間(西),中国_関西-中国間(西),2571.465,0,0,0
20260601B25,関西,四国,0,0,0,0
20260601B25,中国,四国,1188,0,0,0
20260601B25,中国,九州,0,1441.144,0,0
20260601B26,北海道,東北,0,75,0,6
20260601B26,東北,東京,0,1950,0,11
20260601B26,東京,中部,1079.895,0,280,0
20260601B26,中部関西,北陸,2358,1597.929,0,0
20260601B26,中部,北陸関西,1285.927,0,0,0
20260601B26,中部北陸,関西,720.318,0,0,0
20260601B26,関西,中国,2639.762,0,0,0
20260601B26,関西_関西-中国間(東),中国_関西-中国間(東),2639.762,0,0,0
20260601B26,関西_関西-中国間(西),中国_関西-中国間(西),2639.762,0,0,0
20260601B26,関西,四国,0,0,0,0
20260601B26,中国,四国,1200,0,0,0
20260601B26,中国,九州,0,1367.644,0,0
20260601B27,北海道,東北,0,75,0,0
20260601B27,東北,東京,0,2007.767,0,0
20260601B27,東京,中部,1079.968,0,92.375,0
20260601B27,中部関西,北陸,2362,1639.329,0,0
20260601B27,中部,北陸関西,1286,0,0,0
20260601B27,中部北陸,関西,624.091,0,0,0
20260601B27,関西,中国,2635.835,0,64,0
20260601B27,関西_関西-中国間(東),中国_関西-中国間(東),2635.835,0,64,0
20260601B27,関西_関西-中国間(西),中国_関西-中国間(西),2638.762,0,64,0
20260601B27,関西,四国,0,0,0,0
20260601B27,中国,四国,1197.073,0,0,0
20260601B27,中国,九州,0,1270.744,0,0
20260601B28,北海道,東北,0,75,0,0
20260601B28,東北,東京,0,2054.74,0,0
20260601B28,東京,中部,997.621,0,0,0
20260601B28,中部関西,北陸,2369.335,1742.429,0,0
20260601B28,中部,北陸関西,1401.26,0,0,0
20260601B28,中部北陸,関西,885.073,0,0,0
20260601B28,関西,中国,2780,0,0,0
20260601B28,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260601B28,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,0,0
20260601B28,関西,四国,0,0,0,0
20260601B28,中国,四国,1200,0,0,0
20260601B28,中国,九州,0,749.22,0,0
20260601B29,北海道,東北,0,75,0,73
20260601B29,東北,東京,0,2130.215,0,0
20260601B29,東京,中部,1079.968,0,0,0
20260601B29,中部関西,北陸,2311.757,1728.929,0,0
20260601B29,中部,北陸関西,1368.782,0,0,0
20260601B29,中部北陸,関西,910.173,0,0,0
20260601B29,関西,中国,2780,0,0,0
20260601B29,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260601B29,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,0,0
20260601B29,関西,四国,0,0,0,0
20260601B29,中国,四国,1200,0,0,0
20260601B29,中国,九州,0,1186.52,0,0
20260601B30,北海道,東北,0,75,0,67
20260601B30,東北,東京,0,2196.081,0,0
20260601B30,東京,中部,656.968,0,0,0
20260601B30,中部関西,北陸,2317.457,1805.229,0,0
20260601B30,中部,北陸関西,1625,0,0,0
20260601B30,中部北陸,関西,1160.691,0,0,0
20260601B30,関西,中国,2780,0,0,0
20260601B30,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,0,0
20260601B30,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,0,0
20260601B30,関西,四国,0,0,0,0
20260601B30,中国,四国,1200,0,0,0
20260601B30,中国,九州,0,1095.164,0,0
20260601B31,北海道,東北,0,75,0,0
20260601B31,東北,東京,0,2249.331,0,0
20260601B31,東京,中部,803.261,0,0,0
20260601B31,中部関西,北陸,2372.627,1788.477,0,0
20260601B31,中部,北陸関西,1623.415,0,0,0
20260601B31,中部北陸,関西,1683,0,0,0
20260601B31,関西,中国,2780,0,9.6,0
20260601B31,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,9.6,0
20260601B31,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,9.6,0
20260601B31,関西,四国,0,0,0,0
20260601B31,中国,四国,1200,0,0,0
20260601B31,中国,九州,295.984,902.179,10.553,0
20260601B32,北海道,東北,0,75,0,0
20260601B32,東北,東京,0,2287.291,0,0
20260601B32,東京,中部,872.415,0,0,0
20260601B32,中部関西,北陸,2279.227,1882.877,0,0
20260601B32,中部,北陸関西,1624.415,0,0,0
20260601B32,中部北陸,関西,1683,0,0,0
20260601B32,関西,中国,2780,0,9,0
20260601B32,関西_関西-中国間(東),中国_関西-中国間(東),2780,0,9,0
20260601B32,関西_関西-中国間(西),中国_関西-中国間(西),2780,0,9,0
20260601B32,関西,四国,0,0,0,0
20260601B32,中国,四国,1200,0,0,0
20260601B32,中国,九州,459.144,593.354,11,0
20260601B33,北海道,東北,0,75,0,0
20260601B33,東北,東京,66.612,2159,0,0
20260601B33,東京,中部,0,476.268,0,0
20260601B33,中部関西,北陸,2208.912,1961.777,0,0
20260601B33,中部,北陸関西,1580.954,0,18,0
20260601B33,中部北陸,関西,1630.954,0,18,0
20260601B33,関西,中国,2762.885,0,27.6,0
20260601B33,関西_関西-中国間(東),中国_関西-中国間(東),2762.885,0,27.6,0
20260601B33,関西_関西-中国間(西),中国_関西-中国間(西),2762.885,0,27.6,0
20260601B33,関西,四国,0,0,0,0
20260601B33,中国,四国,1200,0,0,0
20260601B33,中国,九州,510,68.035,29.6,0
20260601B34,北海道,東北,0,75,0,0
20260601B34,東北,東京,336.092,2227,52,0
20260601B34,東京,中部,523.407,39.368,52,0
20260601B34,中部関西,北陸,2154.512,2018.177,0,0
20260601B34,中部,北陸関西,1514,0,52,0
20260601B34,中部北陸,関西,1562,0,52,0
20260601B34,関西,中国,2655,0,61.6,0
20260601B34,関西_関西-中国間(東),中国_関西-中国間(東),2655,0,61.6,0
20260601B34,関西_関西-中国間(西),中国_関西-中国間(西),2655,0,61.6,0
20260601B34,関西,四国,0,0,0,0
20260601B34,中国,四国,1200,0,0,0
20260601B34,中国,九州,550,146.615,62.6,0
20260601B35,北海道,東北,0,75,0,0
20260601B35,東北,東京,811.192,1965.213,14.929,0
20260601B35,東京,中部,14.929,876.268,14.929,0
20260601B35,中部関西,北陸,2193.612,1896.077,0,0
20260601B35,中部,北陸関西,472.01,0,14.929,0
20260601B35,中部北陸,関西,603.01,0,14.929,0
20260601B35,関西,中国,2105.01,0,24.529,0
20260601B35,関西_関西-中国間(東),中国_関西-中国間(東),2105.01,0,24.529,0
20260601B35,関西_関西-中国間(西),中国_関西-中国間(西),2105.01,0,24.529,0
20260601B35,関西,四国,0,0,0,0
20260601B35,中国,四国,1200,0,0,0
20260601B35,中国,九州,129,19.82,25.529,0
20260601B36,北海道,東北,0,75,0,5
20260601B36,東北,東京,1112.792,1939.216,24,0
20260601B36,東京,中部,809.626,24.568,24,0
20260601B36,中部関西,北陸,2150.512,1943.177,0,0
20260601B36,中部,北陸関西,530.88,0,24,0
20260601B36,中部北陸,関西,657.88,0,24,0
20260601B36,関西,中国,2146.88,0,24,0
20260601B36,関西_関西-中国間(東),中国_関西-中国間(東),2146.88,0,24,0
20260601B36,関西_関西-中国間(西),中国_関西-中国間(西),2146.88,0,24,0
20260601B36,関西,四国,0,0,0,0
20260601B36,中国,四国,1200,0,0,0
20260601B36,中国,九州,199,0,24,0
20260601B37,北海道,東北,0,75,0,5
20260601B37,東北,東京,536.507,1966,15,0
20260601B37,東京,中部,866.142,0,11,0
20260601B37,中部関西,北陸,2219.418,2228.686,0,0
20260601B37,中部,北陸関西,1008.875,0,11,0
20260601B37,中部北陸,関西,1097.875,0,11,0
20260601B37,関西,中国,2211.875,0,11,0
20260601B37,関西_関西-中国間(東),中国_関西-中国間(東),2211.875,0,11,0
20260601B37,関西_関西-中国間(西),中国_関西-中国間(西),2324.875,0,11,0
20260601B37,関西,四国,0,0,0,0
20260601B37,中国,四国,1087,0,0,0
20260601B37,中国,九州,429.865,0,11,0
20260601B38,北海道,東北,0,75,0,3
20260601B38,東北,東京,626.207,1966,1,0
20260601B38,東京,中部,870.059,0,1,0
20260601B38,中部関西,北陸,2179.418,2268.686,0,0
20260601B38,中部,北陸関西,1008.875,0,1,0
20260601B38,中部北陸,関西,1097.875,0,1,0
20260601B38,関西,中国,2211.875,0,1,0
20260601B38,関西_関西-中国間(東),中国_関西-中国間(東),2211.875,0,1,0
20260601B38,関西_関西-中国間(西),中国_関西-中国間(西),2324.875,0,1,0
20260601B38,関西,四国,0,0,0,0
20260601B38,中国,四国,1087,0,0,0
20260601B38,中国,九州,529.865,0,1,0
20260601B39,北海道,東北,0,75,0,1
20260601B39,東北,東京,636.407,1966,0,0
20260601B39,東京,中部,926.494,0,0,0
20260601B39,中部関西,北陸,2069.418,2361.686,0,0
20260601B39,中部,北陸関西,1192.838,0,0,0
20260601B39,中部北陸,関西,1298.838,0,0,0
20260601B39,関西,中国,2189.706,0,0,0
20260601B39,関西_関西-中国間(東),中国_関西-中国間(東),2189.706,0,0,0
20260601B39,関西_関西-中国間(西),中国_関西-中国間(西),2290.706,0,0,0
20260601B39,関西,四国,0,0,0,0
20260601B39,中国,四国,1099,0,0,0
20260601B39,中国,九州,541.789,0,0,0
20260601B40,北海道,東北,0,75,0,0
20260601B40,東北,東京,661.507,1966,0,0
20260601B40,東京,中部,926.494,0,0,0
20260601B40,中部関西,北陸,2083.218,2347.886,0,0
20260601B40,中部,北陸関西,1213.736,0,0,0
20260601B40,中部北陸,関西,1319.736,0,0,0
20260601B40,関西,中国,2209.754,0,0,0
20260601B40,関西_関西-中国間(東),中国_関西-中国間(東),2209.754,0,0,0
20260601B40,関西_関西-中国間(西),中国_関西-中国間(西),2297.754,0,0,0
20260601B40,関西,四国,0,0,0,0
20260601B40,中国,四国,1112,0,0,0
20260601B40,中国,九州,540.865,0,0,0
20260601B41,北海道,東北,0,75,0,4
20260601B41,東北,東京,703.707,1991,0,0
20260601B41,東京,中部,0,697.566,0,0
20260601B41,中部関西,北陸,2080.418,2351.686,0,0
20260601B41,中部,北陸関西,1253.736,0,0,0
20260601B41,中部北陸,関西,1358.736,0,0,0
20260601B41,関西,中国,2243.754,0,0,0
20260601B41,関西_関西-中国間(東),中国_関西-中国間(東),2243.754,0,0,0
20260601B41,関西_関西-中国間(西),中国_関西-中国間(西),2312.754,0,0,0
20260601B41,関西,四国,0,0,0,0
20260601B41,中国,四国,1131,0,0,0
20260601B41,中国,九州,547.865,0,0,0
20260601B42,北海道,東北,0,75,0,5
20260601B42,東北,東京,633.507,2005,0,0
20260601B42,東京,中部,0,648.966,0,0
20260601B42,中部関西,北陸,2144.118,2287.986,0,0
20260601B42,中部,北陸関西,1391.573,0,0,0
20260601B42,中部北陸,関西,1496.573,0,0,0
20260601B42,関西,中国,2379.591,0,0,0
20260601B42,関西_関西-中国間(東),中国_関西-中国間(東),2379.591,0,0,0
20260601B42,関西_関西-中国間(西),中国_関西-中国間(西),2379.591,0,0,0
20260601B42,関西,四国,0,0,0,0
20260601B42,中国,四国,1200,0,0,0
20260601B42,中国,九州,541.99,0,0,0
20260601B43,北海道,東北,0,75,0,0
20260601B43,東北,東京,1009.548,2184,0,0
20260601B43,東京,中部,0,1200,0,0
20260601B43,中部関西,北陸,1682.177,1320.547,0,0
20260601B43,中部,北陸関西,706.693,0,0,0
20260601B43,中部北陸,関西,814.693,0,0,0
20260601B43,関西,中国,2399.02,0,0,0
20260601B43,関西_関西-中国間(東),中国_関西-中国間(東),2399.02,0,0,0
20260601B43,関西_関西-中国間(西),中国_関西-中国間(西),2453.02,0,0,0
20260601B43,関西,四国,0,0,0,0
20260601B43,中国,四国,1146,0,0,0
20260601B43,中国,九州,559.532,0,0,0
20260601B44,北海道,東北,0,75,0,0
20260601B44,東北,東京,1552.348,2184,0,0
20260601B44,東京,中部,0,1200,0,0
20260601B44,中部関西,北陸,1728.877,1274.847,0,0
